အကျယ်အဝန်း	occupies	adjoins	bordered	hectares	contiguous	adjoining	km²	bordering	bisected	area
အကျယ်အဝန်းမှာ	adjoins	bordered	bisected	occupies	stretches	easternmost	southernmost	northernmost	westernmost	hectares
အကြာ	interval	months	period	intervals	minute	years	after	minutes	time	days
အကြာကြီး	uncle	interval	luckily	elder	aunt	brother	cousin	asks	arrives	father
အကြာဆုံး	longest	fifth	youngest	last	second	shortest	sixth	interval	fourth	time
အကြာတွင်	months	weeks	minute	minutes	interval	setback	meantime	coincidentally	earlier	after
အကြာမှာ	interval	minute	again	intervals	twice	before	after	once	minutes	afterwards
အကြား	interval	intervals	between	recurrence	period	periods	interruptions	duration	intervening	intra
အကြားတွင်	interval	intervals	southernmost	northernmost	fossa	hotspot	easternmost	sq	galápagos	latitude
အကြား၌	interval	intervals	labellum	tubercles	stamens	fossa	ovoid	snout	whorl	lobe
အကြားမှ	interval	intervals	interruptions	interrupt	pauses	pause	requests	pulses	abrupt	delays
အကြားရှိ	interval	intervals	narrowest	lobe	maximum	narrow	globular	approximate	variability	amphora
အကြီး	grandson	eldest	elder	granddaughter	nephew	uncle	reputedly	cousin	largest	banker
အကြီးကျယ်ဆုံး	largest	biggest	finest	oldest	wealthiest	best	richest	favourites	greatest	reputedly
အကြီးစား	largest	multinational	headquartered	scale	banking	manufactures	smallest	restructure	centralised	ordinate
အကြီးဆုံး	largest	biggest	smallest	oldest	finest	youngest	wealthiest	populous	widest	busiest
အကြီးဆုံးဖြစ်သော	largest	smallest	populous	oldest	emporium	abundant	finest	widest	richest	exceptionally
အကြီးဆုံးသော	largest	biggest	oldest	smallest	wealthiest	populous	richest	widest	strongest	busiest
အကြီးတန်း	senior	adviser	junior	advisers	aide	officer	youngest	accountant	appointed	advisor
အကြီးမားဆုံး	biggest	largest	greatest	enormous	huge	great	big	strongest	immense	massive
အကြီးမားဆုံးသော	biggest	largest	enormous	big	huge	strongest	great	immense	massive	large
အကြီးအကဲ	chief	appoints	adviser	appointed	boss	oversee	chairman	deputy	overseeing	appointing
အကြီးအကဲများ	oversee	advisers	officials	governments	appointees	overseeing	officers	appoints	appointing	administrations
အကြီးအကဲအဖြစ်	adviser	appoints	deputy	advisor	chief	appointment	officio	appointed	sworn	chairmanship
အကြီးအကျယ်	devastating	famine	upheaval	devastation	downfall	devastated	harvests	corrupt	powerful	immense
အကြီးအကျယ်ဆုံး	largest	biggest	wealthiest	devastating	strongest	powerful	oldest	populous	downfall	reputedly
အကြီးအမှူး	chief	appoints	chairman	officio	deputy	adviser	oversee	appoint	overseer	presides
အကြောဆွဲ	bite	bites	ingestion	pain	irritation	discomfort	allergies	irritating	dose	scarring
အကြံ	advice	advise	suggestion	advised	advising	advises	adviser	suggestions	recommendation	asked
အကြံကို	reluctantly	betray	betrayed	assassinate	persuade	persuades	betrays	swears	pleads	protégé
အကြံဉာဏ်	advice	advise	advising	advised	informed	informing	advises	suggestion	help	inform
အကြံဉာဏ်ကို	advice	advise	advises	persuade	mediation	confidence	help	advising	seeks	advisors
အကြံဉာဏ်များ	advisers	advisors	institutions	suggestions	advice	policymakers	interventions	recommendations	agencies	commissions
အကြံပေး	advising	advise	adviser	advice	recommendation	advised	suggestion	suggestions	advisor	recommending
အကြံပေးခဲ့သည်	advised	suggestions	requested	asked	advising	advice	agreed	advise	informed	suggestion
အကြံပေးချက်	suggestions	suggestion	recommendation	recommendations	advice	recommending	advised	advise	request	advising
အကြံပေးပုဂ္ဂိုလ်	personality	adviser	advisor	recommendation	appointments	personalities	advising	appointment	consultant	personally
အကြံပေးအဖြစ်	adviser	advisor	advise	advising	advisers	consultant	liaison	appointed	confidant	counsel
အကြံပေးအဖွဲ့	advising	advise	recommendation	recommendations	adviser	advisory	committee	consultations	chaired	consultation
အကြံပေးအရာရှိအဖြစ်	adviser	advisor	advisers	liaison	appointed	deputy	senior	consultant	advisors	appointment
အကြံပြု	suggested	recommended	recommend	recommends	propose	recommending	suggestions	advised	suggestion	recommendations
အကြံပြုခဲ့သည်	suggestions	suggested	recommended	concluded	recommending	advised	recommendations	conclusions	prompted	requested
အကြံပြုချက်	recommendations	recommendation	suggestions	conclusions	suggestion	recommending	clarification	recommended	proposal	suggested
အကြံပြုချက်များ	recommendations	suggestions	conclusions	evaluations	findings	guidelines	inquiries	proposals	assessments	recommendation
အကြံပြုသည်	suggestions	recommended	recommending	recommendations	suggested	recommend	warranted	advised	evaluating	assess
အကြံပြုအပ်ပါသည်။	epidemiological	risks	minimizes	evaluating	assessment	evaluates	assessments	outcomes	mitigation	procedures
အကြံအစည်	advice	suggestion	succeeds	excuse	machinations	intrigues	quarrel	suspicions	confided	pretense
အကြံအစည်ကို	betray	forgiven	asks	forgives	jealous	swears	reluctantly	forgiveness	pretense	jealousy
အကြံဥာဏ်	suggestion	suggestions	advice	reasoned	asked	advised	confidence	asking	informed	advise
အကြို	favourites	competitions	competition	final	won	winning	rivals	second	tally	triumphed
အကြိုဗိုလ်လုပွဲ	competitions	tournament	competition	tournaments	qualifiers	championship	won	matches	team	finals
အကြိုရွေးကောက်ပွဲ	elections	election	vote	electoral	candidate	votes	electing	candidates	contesting	voting
အကြိုက်	favourites	favourite	popular	favorite	favorites	popularity	topping	enjoyed	disappointing	winning
အကြိုက်ဆုံး	favourites	favorite	favourite	favorites	last	final	best	penultimate	winning	worst
အကြင်	guilt	goodness	forgiveness	malice	pleads	kindness	deceit	forgiven	affections	plead
အကြောင်း	narrative	hints	troubling	explanation	questions	reason	comment	recounting	hint	compelling
အကြောင်းကတော့	pathetic	telling	regrets	wondering	tempted	hints	explanation	really	excuses	hint
အကြောင်းကား	enigmatic	fanciful	pathetic	narrative	explanation	verse	recitative	narrates	allegorical	metaphorical
အကြောင်းကို	narrates	enigmatic	narrative	verse	teasing	narration	answers	telling	compelling	content
အကြောင်းကိုလည်း	introspective	pathetic	toccata	instagram	narrative	enigmatic	insightful	provocative	whimsical	purana
အကြောင်းကိစ္စ	troubling	explanation	concludes	explaining	questions	compelling	narrative	implication	facts	factual
အကြောင်းကြား	notice	informing	asking	apology	request	apologise	requests	requesting	told	whereabouts
အကြောင်းကြားစာ	request	notice	apology	requesting	requests	asking	informing	comment	reply	told
အကြောင်းကြောင့်	pathway	path	excuse	causal	cause	pathways	propensity	regrets	lanes	serious
အကြောင်းခံ	explanation	excuse	reason	explaining	account	excuses	implied	implication	reasoned	explanations
အကြောင်းစုံ	narrative	excuses	excuse	weary	narrates	narrating	troubling	pious	intrigues	tormented
အကြောင်းစုံကို	narrative	introspective	enigmatic	recitative	excuses	pathetic	thoughtful	terrifying	doubt	troubling
အကြောင်းတရား	reasoning	remorse	explanation	sins	thoughts	mind	guilt	reason	sufferings	reasoned
အကြောင်းတစ်ခု	doubt	existential	hypotheses	debatable	whether	hypothetical	subjective	ambiguity	enigmatic	apparent
အကြောင်းနှင့်	taxonomic	phylogeny	salvia	phylogenetic	psychoactive	enigmatic	descriptions	fea	narrative	cryptic
အကြောင်းပြ	explanation	reason	reasons	explaining	explanations	explained	comment	reasoned	explain	suggestion
အကြောင်းပြချက်	reasons	explanation	explanations	suggestions	clarification	reason	rationale	regarding	explaining	justification
အကြောင်းပြချက်များ	suggestions	explanations	reasons	criticisms	statements	conclusions	recommendations	motivations	regarding	opinions
အကြောင်းပြ၍	explanation	explanations	recourse	excuse	doubt	reasons	paragraphs	narrative	doubts	excuses
အကြောင်းပြု	explanation	explanations	quoting	recounts	subject	explaining	account	narrative	recourse	answers
အကြောင်းပြုပြီး	answers	ask	explanation	explanations	doubts	biographie	forgiven	forgives	himself	qui
အကြောင်းပြု၍	explanations	fanciful	recitative	exegesis	benevento	explanation	amphoe	futbol	vague	puranas
အကြောင်းပြန်	explanation	explaining	explanations	reasons	reason	explained	reasoned	narrative	suggestions	account
အကြောင်းမူကား	enigmatic	impersonal	perverse	persuasive	imply	subjective	vague	pathetic	formulaic	explanations
အကြောင်းမဲ့	troubling	perverse	persuasive	morally	motivations	credible	recourse	serious	doubt	excuse
အကြောင်းများ	explanations	questions	subjects	narratives	texts	reasons	suggestions	descriptions	ones	distractions
အကြောင်းများကို	questions	answers	explanations	hypotheses	categorize	templates	hints	introspective	critiques	clues
အကြောင်းများကြောင့်	pathways	hypotheses	seem	motivations	systemic	explanations	metabolites	pathway	deleterious	causal
အကြောင်းမှာ	tiempo	enigmatic	convoluted	moderato	claro	unreliable	cadena	hispania	doubt	justo
အကြောင်းရင်း	reasons	reason	cause	explanation	serious	existent	attributing	causes	merely	suggest
အကြောင်းရင်းများ	reasons	explanations	illnesses	entities	assessments	subjects	accounts	treatments	motivations	sources
အကြောင်းလည်း	troubling	explanation	serious	explanations	hint	hints	suggestive	obsessive	merely	excuse
အကြောင်းသင့်	excuse	excuses	explaining	troubling	merely	reason	hints	hint	reasoned	explanation
အကြောင်းသည်	narrative	suggestive	enigmatic	nonsensical	persuasive	sensible	fantastical	seeming	merely	serious
အကြောင်းအကျိုး	explanation	explanations	implication	reason	narrative	beneficial	causal	explaining	merely	motivations
အကြောင်းအချက်	reasoning	explanation	content	explanations	rationale	suggestions	information	motivations	implications	reason
အကြောင်းအချက်များ	suggestions	explanations	motivations	implications	relevant	insights	questions	recommendations	content	conclusions
အကြောင်းအရာ	content	topic	narrative	comment	informative	thematically	compelling	explanation	discussion	questions
အကြောင်းအရာကို	content	narrative	introspective	compelling	introspection	motivations	explanation	narratives	explanations	answers
အကြောင်းအရာများ	content	narratives	texts	biographies	explanations	motivations	informative	descriptions	narrative	anecdotes
အကြောင်းအရာများကို	introspective	content	narrative	narratives	insightful	nonsensical	texts	usenet	blogs	thematically
အကြောင်းအရင်း	serious	reason	explanation	troubling	reasons	cause	content	explanations	problematic	existent
အကြောင်းအားလျော်စွာ	introspective	insightful	thoughtful	clarity	informative	exegesis	persuasive	introspection	meticulous	nuanced
အကြိတ်အနယ်	favourites	rivals	placings	competitions	ahead	replayed	scoreline	match	beforehand	rival
အကြပ်အတည်း	crises	crisis	recession	economies	economic	downturn	instability	inflation	consequences	unsustainable
အကြမ်း	conspiracy	overthrow	incite	deliberate	instigated	preceding	hypothetical	opposed	actual	implied
အကြမ်းဖက်	violence	terrorism	terrorists	terrorist	extremists	violent	perpetrated	killings	shootings	incitement
အကြမ်းဖက်မှု	violence	shootings	killings	conflict	terrorism	incidents	intimidation	involvement	escalation	perpetrated
အကြမ်းဖက်မှုနှင့်	terrorism	violence	extremism	shootings	conflict	harassment	extrajudicial	killings	incitement	abuse
