The Wonderful Wizard of Oz	พ่อมดมหัศจรรย์แห่งออซ
When a big branch bent down to seize him the Woodman chopped at it so fiercely that he cut it in two.	เมื่อกิ่งใหญ่โอนลงมา จะจับ เขา ชายตัด ไม้ ก็ ฟันอย่าง แรง เต็มที่จนขาด เป็นสองท่อน
At once the tree began shaking all its branches as if in pain, and the Tin Woodman passed safely under it.	ทันทีนั้นต้น ไม้ ก็เริ่มสั่นกิ่ง ไป ทั้งหมดราวกับ ว่า เจ็บ ปวด แล้วชายตัด ไม้ดีบุก ก็ผ่าน เข้า ไปข้าง ใต้ โดยปลอดภัย
"Come on!" he shouted to the others.	``มา!''มันตะโกนเรียกคนอื่น
"Be quick!"	``เร็ว!
They all ran forward and passed under the tree without injury, except Toto, who was caught by a small branch and shaken until he howled.	พวกเขาพากัน วิ่ง ไปข้างหน้า แล้วลอดต้น ไม้ ไป โดยมิ ได้รับ บาด เจ็บยก เว้นโต โต้ที่ ได้ ถูกกิ่ง ไม้เล็กจับ ไว้ และโดนเขย่า เสียจนมันหอนออกมา
But the Woodman promptly chopped off the branch and set the little dog free.	แต่ชายตัด ไม้ฟาด ฟันลง ไปที่กิ่งนั้น ทันที เจ้า หมา น้อย ก็หลุดออกมา เป็นอิสระ
The other trees of the forest did nothing to keep them back, so they made up their minds that only the first row of trees could bend down their branches, and that probably these were the policemen of the forest, and given this wonderful power in order to keep strangers out of it.	ต้นไม้ อื่นๆมิ ได้ทำอะไรที่ จะกั้นพวก เขา ฉะนั้น มันจึง คิดว่ามีต้น ไม้ แถวแรก ที่ย้อยกิ่งลงมา เท่านั้น ...นี่คง เป็น ตำรวจของป่า และคง ได้รับ อำนาจมหัศจรรย์เพื่อ เป็นการป้องกันคนแปลกหน้า
The four travelers walked with ease through the trees until they came to the farther edge of the wood.	นักเดินทาง ทั้งสี่ เดิน ไปอย่าง สบาย ผ่านต้น ไม้ ไป จนกระทั่ง ถึงชายป่า ไกลออก ไป แล้ว ก็พบกำแพง สูง ใหญ่ อยู่เบื้อง หน้า
Then, to their surprise, they found before them a high wall which seemed to be made of white china.	ยัง ความประหลาด ใจ ให้พวก เขา ดู เหมือนว่ากำแพง จะทำ ด้วยกระเบื้อง เคลือบขาว
It was smooth, like the surface of a dish, and higher than their heads.	ดูราบเรียบราวผิวของจาน และ สูง เกิน กว่าศีรษะ
"What shall we do now?" asked Dorothy.	``เราจะทำอย่างไรกันล่ะทีนี้ ''โดโรธีถาม
"I will make a ladder," said the Tin Woodman, "for we certainly must climb over the wall."	``ฉันจะทำบันได...''ชายตัด ไม้ดีบุกตอบ ``เพราะเรา จะต้องข้ามกำแพง ไป แน่ๆ''
Chapter 20. The Dainty China Country	บทที่ 20 ดินแดนตุ๊กตาเครื่องเคลือบบอบบาง
While the Woodman was making a ladder from wood which he found in the forest Dorothy lay down and slept, for she was tired by the long walk.	ขณะที่ชายตัด ไม้กำลังทำบันได ด้วย ไม้ที่ เขาหา ได้ ในป่านั้น โดโรธี ก็นอนลง และ หลับ ไปเพราะเธอเหนื่อยจากการ เดินทางมา ไกล
The Lion also curled himself up to sleep and Toto lay beside him.	สิงโตเอง ก็ม้วน ตัวลง ไป ด้วย โดยมีโต โต้นอน อยู่ข้างๆ
